neighbourhood_group,neighbourhood,price,room_type
Brooklyn,Clinton Hill,59,Private room
Manhattan,Hell's Kitchen,200,Entire home/apt
Brooklyn,Park Slope,70,Private room
Queens,Astoria,60,Private room
Brooklyn,Sheepshead Bay,70,Private room
Brooklyn,Bedford-Stuyvesant,50,Private room
Queens,Forest Hills,65,Private room
Manhattan,Hell's Kitchen,120,Private room
Manhattan,Financial District,95,Private room
Manhattan,Harlem,70,Private room
Brooklyn,Gowanus,192,Entire home/apt
Brooklyn,East New York,60,Private room
Brooklyn,Bushwick,175,Entire home/apt
Brooklyn,Park Slope,295,Entire home/apt
Manhattan,Harlem,50,Private room
Brooklyn,Williamsburg,66,Private room
Manhattan,Hell's Kitchen,226,Entire home/apt
Manhattan,Murray Hill,250,Private room
Manhattan,East Village,530,Private room
Queens,Astoria,106,Entire home/apt
Brooklyn,Bushwick,40,Private room
Brooklyn,Bushwick,34,Shared room
Brooklyn,Crown Heights,140,Entire home/apt
Brooklyn,Crown Heights,50,Private room
Manhattan,Harlem,125,Private room
Manhattan,Chelsea,245,Entire home/apt
Manhattan,East Harlem,400,Entire home/apt
Brooklyn,East New York,65,Entire home/apt
Manhattan,Harlem,65,Private room
Queens,Ridgewood,50,Private room
Brooklyn,Prospect-Lefferts Gardens,80,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Private room
Manhattan,Upper West Side,77,Private room
Manhattan,Hell's Kitchen,99,Private room
Manhattan,Midtown,127,Entire home/apt
Queens,Jamaica,39,Private room
Manhattan,Lower East Side,69,Private room
Manhattan,Chelsea,195,Entire home/apt
Manhattan,Washington Heights,50,Private room
Queens,Queens Village,99,Entire home/apt
Manhattan,Harlem,75,Private room
Brooklyn,Williamsburg,89,Private room
Manhattan,Nolita,265,Entire home/apt
Brooklyn,Crown Heights,400,Entire home/apt
Manhattan,Financial District,160,Entire home/apt
Manhattan,East Harlem,75,Shared room
Brooklyn,Williamsburg,175,Entire home/apt
Brooklyn,Bushwick,55,Private room
Brooklyn,Crown Heights,105,Entire home/apt
Manhattan,Flatiron District,495,Entire home/apt
Brooklyn,Cypress Hills,34,Entire home/apt
Brooklyn,Bushwick,0,Private room
Manhattan,Midtown,233,Entire home/apt
Manhattan,Upper East Side,85,Private room
Manhattan,Lower East Side,133,Private room
Brooklyn,Bedford-Stuyvesant,70,Private room
Brooklyn,Bedford-Stuyvesant,70,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Brownsville,300,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,72,Private room
Manhattan,Upper East Side,200,Entire home/apt
Brooklyn,Flatbush,80,Entire home/apt
Brooklyn,Fort Greene,74,Private room
Manhattan,West Village,190,Entire home/apt
Manhattan,East Village,78,Private room
Manhattan,West Village,250,Entire home/apt
Manhattan,Midtown,198,Private room
Queens,East Elmhurst,220,Entire home/apt
Manhattan,Upper West Side,75,Private room
Brooklyn,Brooklyn Heights,110,Entire home/apt
Bronx,Mount Hope,105,Entire home/apt
Queens,Astoria,250,Entire home/apt
Brooklyn,Williamsburg,150,Private room
Staten Island,Concord,32,Private room
Manhattan,East Village,260,Entire home/apt
Manhattan,Midtown,70,Private room
Manhattan,Harlem,115,Entire home/apt
Queens,Jamaica,80,Private room
Brooklyn,Bushwick,50,Private room
Brooklyn,Flatbush,47,Private room
Brooklyn,Williamsburg,97,Entire home/apt
Manhattan,East Village,95,Private room
Brooklyn,East Flatbush,35,Private room
Manhattan,Harlem,65,Private room
Brooklyn,Bedford-Stuyvesant,45,Private room
Brooklyn,Clinton Hill,60,Private room
Queens,Forest Hills,99,Private room
Queens,Queens Village,35,Private room
Queens,Flushing,150,Entire home/apt
Manhattan,Morningside Heights,50,Private room
Manhattan,Harlem,50,Private room
Manhattan,Upper East Side,151,Entire home/apt
Queens,Rego Park,44,Private room
Queens,Flushing,38,Private room
Manhattan,East Harlem,325,Entire home/apt
Manhattan,Upper East Side,300,Entire home/apt
Brooklyn,Williamsburg,139,Entire home/apt
Bronx,Kingsbridge,175,Entire home/apt
Manhattan,Hell's Kitchen,168,Entire home/apt
Manhattan,Midtown,250,Entire home/apt
Manhattan,Chelsea,250,Entire home/apt
Brooklyn,East New York,100,Entire home/apt
Brooklyn,Greenpoint,160,Entire home/apt
Manhattan,Midtown,449,Private room
Brooklyn,Williamsburg,90,Private room
Manhattan,West Village,250,Entire home/apt
Brooklyn,Crown Heights,350,Entire home/apt
Manhattan,Morningside Heights,55,Private room
Brooklyn,Williamsburg,70,Private room
Brooklyn,Fort Greene,275,Entire home/apt
Manhattan,East Harlem,79,Private room
Staten Island,St. George,70,Private room
Manhattan,Washington Heights,40,Private room
Brooklyn,Prospect Heights,105,Entire home/apt
Brooklyn,Bushwick,70,Private room
Queens,Ridgewood,60,Entire home/apt
Brooklyn,Brooklyn Heights,64,Private room
Queens,Whitestone,250,Entire home/apt
Brooklyn,East Flatbush,75,Private room
Manhattan,Financial District,275,Entire home/apt
Bronx,Fordham,100,Entire home/apt
Bronx,Wakefield,50,Private room
Brooklyn,Brownsville,49,Private room
Brooklyn,Brooklyn Heights,125,Entire home/apt
Manhattan,Murray Hill,130,Entire home/apt
Brooklyn,Brooklyn Heights,118,Entire home/apt
Manhattan,Murray Hill,150,Entire home/apt
Manhattan,Lower East Side,300,Entire home/apt
Brooklyn,Brownsville,49,Private room
Brooklyn,Crown Heights,245,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Williamsburg,160,Entire home/apt
Manhattan,Upper West Side,275,Entire home/apt
Manhattan,East Harlem,120,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Manhattan,Inwood,59,Private room
Manhattan,East Village,150,Entire home/apt
Manhattan,Chelsea,154,Entire home/apt
Brooklyn,Boerum Hill,174,Entire home/apt
Manhattan,Financial District,250,Entire home/apt
Manhattan,Upper West Side,200,Entire home/apt
Bronx,Concourse Village,60,Shared room
Brooklyn,Bushwick,85,Private room
Brooklyn,Greenpoint,120,Entire home/apt
Manhattan,Hell's Kitchen,115,Entire home/apt
Brooklyn,East Flatbush,47,Private room
Manhattan,Lower East Side,150,Entire home/apt
Brooklyn,Greenpoint,140,Entire home/apt
Brooklyn,Crown Heights,65,Private room
Manhattan,Hell's Kitchen,140,Private room
Brooklyn,East Flatbush,47,Private room
Brooklyn,Greenpoint,100,Entire home/apt
Manhattan,Hell's Kitchen,70,Shared room
Queens,South Ozone Park,62,Entire home/apt
Manhattan,Lower East Side,188,Private room
Brooklyn,Williamsburg,185,Entire home/apt
Manhattan,Midtown,252,Private room
Brooklyn,Flatbush,44,Private room
Brooklyn,Bedford-Stuyvesant,180,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Manhattan,Murray Hill,799,Entire home/apt
Brooklyn,Greenpoint,180,Entire home/apt
Manhattan,NoHo,180,Entire home/apt
Brooklyn,Borough Park,170,Private room
Manhattan,Murray Hill,186,Entire home/apt
Manhattan,Midtown,82,Private room
Queens,Astoria,90,Private room
Manhattan,East Harlem,172,Entire home/apt
Brooklyn,Williamsburg,60,Private room
Brooklyn,Greenpoint,0,Private room
Manhattan,Washington Heights,52,Private room
Brooklyn,Crown Heights,184,Entire home/apt
Manhattan,Chinatown,145,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Upper West Side,100,Entire home/apt
Brooklyn,Bushwick,74,Entire home/apt
Manhattan,Lower East Side,200,Entire home/apt
Manhattan,Greenwich Village,175,Entire home/apt
Manhattan,East Harlem,130,Entire home/apt
Brooklyn,East Flatbush,48,Private room
Manhattan,Inwood,200,Private room
Manhattan,Financial District,205,Entire home/apt
Queens,Laurelton,90,Entire home/apt
Brooklyn,Bedford-Stuyvesant,130,Entire home/apt
Brooklyn,Clinton Hill,149,Private room
Manhattan,Midtown,389,Private room
Manhattan,East Village,250,Private room
Manhattan,Midtown,699,Entire home/apt
Brooklyn,Fort Greene,67,Private room
Manhattan,Murray Hill,135,Entire home/apt
Brooklyn,Bushwick,90,Private room
Manhattan,East Village,83,Private room
Brooklyn,Bedford-Stuyvesant,37,Private room
Manhattan,Harlem,65,Private room
Brooklyn,Williamsburg,0,Entire home/apt
Brooklyn,Crown Heights,100,Entire home/apt
Manhattan,Midtown,270,Entire home/apt
Brooklyn,East Flatbush,35,Private room
Manhattan,Kips Bay,120,Entire home/apt
Brooklyn,Bedford-Stuyvesant,67,Private room
Manhattan,Upper East Side,85,Private room
Manhattan,Upper East Side,225,Entire home/apt
Brooklyn,Greenpoint,200,Private room
Manhattan,Midtown,389,Private room
Brooklyn,Williamsburg,182,Entire home/apt
Queens,Flushing,54,Private room
Manhattan,Lower East Side,400,Entire home/apt
Queens,Astoria,50,Private room
Manhattan,Upper West Side,125,Shared room
Queens,Sunnyside,140,Entire home/apt
Brooklyn,Bedford-Stuyvesant,0,Private room
Brooklyn,Bedford-Stuyvesant,0,Private room
Brooklyn,Bedford-Stuyvesant,0,Private room
Manhattan,Greenwich Village,99,Entire home/apt
Brooklyn,Williamsburg,105,Private room
Manhattan,Lower East Side,139,Entire home/apt
Brooklyn,Bushwick,100,Private room
Brooklyn,Brighton Beach,130,Entire home/apt
Manhattan,Upper West Side,229,Entire home/apt
Manhattan,Harlem,77,Private room
Brooklyn,Bushwick,75,Private room
Manhattan,Washington Heights,65,Entire home/apt
Brooklyn,Williamsburg,80,Private room
Brooklyn,Fort Hamilton,125,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Kips Bay,220,Entire home/apt
Brooklyn,Williamsburg,150,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Williamsburg,180,Entire home/apt
Manhattan,Chelsea,165,Private room
Manhattan,East Village,75,Private room
Manhattan,Harlem,100,Private room
Brooklyn,Sunset Park,120,Entire home/apt
Brooklyn,Bedford-Stuyvesant,179,Entire home/apt
Queens,St. Albans,125,Private room
Manhattan,Murray Hill,49,Shared room
Manhattan,Murray Hill,49,Shared room
Brooklyn,Bushwick,90,Private room
Brooklyn,Flatbush,50,Private room
Manhattan,Hell's Kitchen,499,Entire home/apt
Brooklyn,Kensington,36,Private room
Manhattan,Lower East Side,275,Entire home/apt
Brooklyn,Flatbush,80,Entire home/apt
Bronx,Wakefield,35,Private room
Brooklyn,Prospect Heights,90,Private room
Brooklyn,East New York,50,Private room
Brooklyn,Bedford-Stuyvesant,250,Private room
Brooklyn,Bedford-Stuyvesant,140,Private room
Manhattan,Morningside Heights,125,Shared room
Brooklyn,East Flatbush,50,Private room
Manhattan,Upper West Side,150,Private room
Brooklyn,Bushwick,59,Private room
Brooklyn,Windsor Terrace,85,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,East Village,110,Private room
Brooklyn,Greenpoint,37,Private room
Brooklyn,Greenpoint,90,Private room
Manhattan,Kips Bay,180,Entire home/apt
Brooklyn,South Slope,111,Entire home/apt
Brooklyn,East Flatbush,150,Private room
Brooklyn,Crown Heights,135,Entire home/apt
Manhattan,Chinatown,120,Private room
Brooklyn,Williamsburg,241,Entire home/apt
Brooklyn,Bushwick,69,Private room
Brooklyn,Bedford-Stuyvesant,150,Private room
Brooklyn,Bushwick,94,Entire home/apt
Manhattan,Upper East Side,130,Entire home/apt
Manhattan,Upper West Side,135,Entire home/apt
Manhattan,Hell's Kitchen,70,Private room
Manhattan,Hell's Kitchen,290,Entire home/apt
Brooklyn,Gowanus,95,Private room
Brooklyn,Williamsburg,53,Private room
Brooklyn,Bedford-Stuyvesant,58,Private room
Brooklyn,Crown Heights,80,Private room
Brooklyn,East Flatbush,33,Private room
Queens,Flushing,198,Entire home/apt
Staten Island,Rosebank,55,Private room
Brooklyn,Bushwick,150,Private room
Manhattan,East Harlem,100,Private room
Brooklyn,Bedford-Stuyvesant,129,Entire home/apt
Manhattan,Little Italy,138,Entire home/apt
Brooklyn,East Flatbush,40,Private room
Queens,Arverne,35,Private room
Queens,Arverne,50,Private room
Brooklyn,East Flatbush,40,Private room
Brooklyn,Williamsburg,57,Private room
Manhattan,Midtown,115,Private room
Queens,Flushing,80,Entire home/apt
Brooklyn,Greenpoint,210,Entire home/apt
Manhattan,Hell's Kitchen,379,Entire home/apt
Brooklyn,Bedford-Stuyvesant,48,Private room
Manhattan,Washington Heights,37,Private room
Manhattan,Inwood,175,Entire home/apt
Brooklyn,Cypress Hills,50,Entire home/apt
Manhattan,Upper West Side,173,Entire home/apt
Bronx,Unionport,450,Entire home/apt
Manhattan,Upper East Side,225,Entire home/apt
Bronx,Pelham Bay,80,Entire home/apt
Manhattan,Midtown,176,Entire home/apt
Brooklyn,Flatbush,165,Entire home/apt
Brooklyn,Crown Heights,125,Private room
Manhattan,Gramercy,239,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,130,Entire home/apt
Manhattan,East Harlem,104,Entire home/apt
Manhattan,Chelsea,225,Entire home/apt
Manhattan,Financial District,178,Entire home/apt
Brooklyn,Clinton Hill,114,Entire home/apt
Brooklyn,Bedford-Stuyvesant,130,Entire home/apt
Brooklyn,Park Slope,230,Entire home/apt
Queens,Ditmars Steinway,60,Private room
Bronx,Morrisania,65,Private room
Manhattan,Greenwich Village,150,Private room
Manhattan,East Village,150,Entire home/apt
Manhattan,East Village,100,Private room
Bronx,University Heights,55,Private room
Brooklyn,Fort Greene,75,Private room
Brooklyn,Williamsburg,65,Private room
Manhattan,Harlem,89,Private room
Brooklyn,Bedford-Stuyvesant,159,Entire home/apt
Manhattan,Little Italy,170,Entire home/apt
Brooklyn,Bedford-Stuyvesant,115,Entire home/apt
Queens,Ridgewood,125,Entire home/apt
Manhattan,West Village,325,Entire home/apt
Brooklyn,Crown Heights,165,Entire home/apt
Brooklyn,Clinton Hill,129,Entire home/apt
Manhattan,Midtown,350,Entire home/apt
Manhattan,Upper East Side,90,Entire home/apt
Manhattan,Gramercy,216,Entire home/apt
Bronx,City Island,50,Private room
Manhattan,East Village,110,Private room
Brooklyn,East Flatbush,55,Private room
Manhattan,Financial District,300,Entire home/apt
Queens,Flushing,49,Private room
Manhattan,West Village,158,Entire home/apt
Brooklyn,Bushwick,97,Entire home/apt
Manhattan,Upper West Side,95,Entire home/apt
Brooklyn,Canarsie,100,Private room
Manhattan,Harlem,65,Private room
Brooklyn,Crown Heights,100,Entire home/apt
Brooklyn,Bushwick,50,Private room
Brooklyn,Williamsburg,75,Private room
Brooklyn,Crown Heights,55,Private room
Manhattan,Harlem,55,Private room
Brooklyn,Bushwick,175,Entire home/apt
Manhattan,East Village,100,Private room
Brooklyn,Williamsburg,75,Private room
Brooklyn,Bedford-Stuyvesant,75,Private room
Brooklyn,Bushwick,35,Private room
Brooklyn,Greenpoint,53,Private room
Manhattan,Upper East Side,95,Private room
Manhattan,Gramercy,175,Entire home/apt
Manhattan,Chinatown,180,Entire home/apt
Queens,College Point,55,Private room
Queens,Ditmars Steinway,79,Private room
Brooklyn,Flatlands,30,Private room
Manhattan,Washington Heights,50,Entire home/apt
Manhattan,Upper East Side,150,Private room
Manhattan,Upper East Side,133,Entire home/apt
Brooklyn,Greenpoint,496,Entire home/apt
Manhattan,Chelsea,75,Private room
Manhattan,East Village,100,Private room
Manhattan,Chinatown,80,Private room
Manhattan,Harlem,123,Private room
Brooklyn,Bedford-Stuyvesant,30,Private room
Brooklyn,Carroll Gardens,50,Private room
Brooklyn,Williamsburg,195,Entire home/apt
Manhattan,Harlem,69,Private room
Queens,Jamaica,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,49,Private room
Brooklyn,East Flatbush,95,Entire home/apt
Staten Island,St. George,109,Entire home/apt
Manhattan,Washington Heights,105,Entire home/apt
Queens,Long Island City,49,Private room
Brooklyn,Park Slope,120,Entire home/apt
Manhattan,Harlem,69,Private room
Manhattan,East Harlem,85,Private room
Manhattan,Upper East Side,120,Entire home/apt
Brooklyn,Brooklyn Heights,135,Entire home/apt
Brooklyn,Bedford-Stuyvesant,49,Private room
Brooklyn,Bushwick,100,Private room
Manhattan,Nolita,250,Entire home/apt
Brooklyn,East Flatbush,48,Private room
Manhattan,Inwood,87,Entire home/apt
Manhattan,Morningside Heights,85,Private room
Brooklyn,Bedford-Stuyvesant,48,Private room
Manhattan,Harlem,90,Private room
Brooklyn,Bushwick,60,Private room
Brooklyn,Crown Heights,50,Private room
Brooklyn,Kensington,85,Private room
Brooklyn,Williamsburg,70,Private room
Brooklyn,Park Slope,125,Entire home/apt
Queens,Rosedale,45,Private room
Brooklyn,Clinton Hill,88,Private room
Manhattan,Upper East Side,89,Private room
Queens,Rosedale,42,Private room
Brooklyn,Flatbush,50,Private room
Queens,Long Island City,120,Private room
Manhattan,Inwood,60,Private room
Manhattan,Upper West Side,62,Shared room
Manhattan,Midtown,175,Entire home/apt
Brooklyn,Williamsburg,76,Private room
Brooklyn,East Flatbush,47,Private room
Manhattan,Midtown,175,Entire home/apt
Manhattan,Washington Heights,60,Private room
Brooklyn,Bedford-Stuyvesant,200,Entire home/apt
Manhattan,Midtown,175,Entire home/apt
Queens,Richmond Hill,55,Private room
Manhattan,Midtown,220,Entire home/apt
Manhattan,Harlem,60,Shared room
Brooklyn,Bedford-Stuyvesant,50,Private room
Manhattan,Midtown,175,Entire home/apt
Manhattan,Harlem,75,Entire home/apt
Brooklyn,Williamsburg,250,Entire home/apt
Brooklyn,Bushwick,85,Private room
Manhattan,Greenwich Village,174,Entire home/apt
Brooklyn,Bushwick,100,Private room
Manhattan,East Village,260,Entire home/apt
Queens,Rego Park,75,Private room
Brooklyn,Bedford-Stuyvesant,160,Entire home/apt
Brooklyn,Bedford-Stuyvesant,88,Private room
Queens,Ridgewood,170,Entire home/apt
Brooklyn,Williamsburg,95,Private room
Brooklyn,Bedford-Stuyvesant,62,Private room
Queens,Astoria,45,Private room
Manhattan,Hell's Kitchen,100,Entire home/apt
Queens,Sunnyside,60,Private room
Manhattan,Upper East Side,211,Entire home/apt
Brooklyn,Park Slope,100,Entire home/apt
Brooklyn,Boerum Hill,250,Entire home/apt
Manhattan,Harlem,125,Entire home/apt
Manhattan,Chinatown,145,Entire home/apt
Brooklyn,Greenpoint,116,Private room
Manhattan,Harlem,50,Private room
Brooklyn,Bedford-Stuyvesant,175,Entire home/apt
Manhattan,Midtown,175,Entire home/apt
Queens,St. Albans,246,Entire home/apt
Brooklyn,Flatbush,44,Private room
Manhattan,East Village,99,Entire home/apt
Bronx,Highbridge,62,Private room
Bronx,Wakefield,55,Private room
Manhattan,Harlem,69,Private room
Manhattan,Harlem,150,Entire home/apt
Manhattan,Upper East Side,125,Entire home/apt
Brooklyn,Bushwick,80,Private room
Bronx,Highbridge,42,Private room
Bronx,Highbridge,42,Private room
Manhattan,Washington Heights,50,Private room
Manhattan,Harlem,69,Private room
Manhattan,Hell's Kitchen,145,Entire home/apt
Brooklyn,Sunset Park,58,Entire home/apt
Brooklyn,Crown Heights,65,Private room
Manhattan,Washington Heights,175,Entire home/apt
Manhattan,Harlem,100,Private room
Manhattan,Hell's Kitchen,135,Entire home/apt
Manhattan,East Village,120,Private room
Brooklyn,Bushwick,49,Private room
Brooklyn,Williamsburg,48,Private room
Bronx,Wakefield,55,Shared room
Manhattan,Chelsea,435,Entire home/apt
Manhattan,Marble Hill,93,Private room
Queens,St. Albans,60,Private room
Brooklyn,Bushwick,42,Private room
Queens,Rego Park,40,Private room
Manhattan,East Harlem,88,Private room
Brooklyn,Bushwick,85,Shared room
Brooklyn,Crown Heights,60,Private room
Brooklyn,Bushwick,58,Private room
Brooklyn,Canarsie,90,Entire home/apt
Manhattan,Marble Hill,65,Private room
Brooklyn,Bedford-Stuyvesant,76,Private room
Brooklyn,Bedford-Stuyvesant,74,Entire home/apt
